beat,White,Black,Hispanic,Asian,Native,Other
1212,2211.4878355803708,239.35366007416414,445.65541016456785,90.7184149731231,0.0,10.841185969388729
1211,1008.8322828833136,421.0742521206426,784.4298654288539,40.04279164649075,0.0,0.0
1121,872.238083438211,300.2788726075901,799.5463206179218,86.6520148577595,0.0,1.7320554690871393
1112,202.28963032357512,526.9327044617868,839.692673925904,0.0,0.0,0.0
1524,75.75401269412735,546.2895890289303,712.0933691892694,0.0,0.0,0.0
1111,485.0600813135189,556.1472918537582,1583.4566931053662,83.55730004141094,0.0,0.0
1531,94.40115428037409,607.8805000741824,459.9100268410254,6.561195534418259,0.0,0.0
1511,1724.8605967278227,627.3785538501467,223.85697628104657,101.69853078348301,0.0,0.0
1833,1322.8601325401637,671.6239496331057,717.7553413409545,269.70051121956715,0.0,0.0
1832,1142.564396227248,979.7808206412365,885.4276956706037,246.02659733803864,0.0,0.0
1831,1598.2499032269714,532.5582847678979,1514.9344294696375,370.2235917011344,0.0,0.0
1834,1971.2865682708627,758.5399901738605,1914.9947836596778,999.767593919935,0.0,0.0
1223,180.74317185085297,1446.7076260010904,85.5683835362375,40.72148303032957,0.0,0.0
1214,1742.7446885829613,531.635647928856,300.9207837371029,323.96202055239974,0.0,0.0
1222,117.72088166601608,1439.6505156303535,127.239232024145,21.265663360283224,36.79038290608228,0.0
1215,1204.5581124007504,522.22616743454,637.1504543609061,109.26931279805102,0.0,0.0
122,596.97336879715,276.9317050338258,627.4865667405909,143.27805369863208,1.9920428744483873,0.0
1221,1112.2839667716307,570.4497549679096,819.7387523155542,72.84620853203401,0.0,0.0
1532,125.86820570716544,618.5470824339747,429.6165520191614,0.0,0.0,2.029893758391988
1122,495.93586789005514,507.0282603046193,329.2000971254551,9.28414444904566,0.0,1.5588499221784253
1114,36.97767436022341,205.03717744695032,67.19231764178095,0.0,0.0,0.0
1523,212.11123554355657,591.479196015577,133.7633953173213,0.0,0.0,0.0
1512,1006.9456456573236,581.2713913916898,66.48827590772737,249.32543030789384,0.0,0.0
1123,704.750970159552,324.78488181184457,116.63572118950655,34.041862979834086,0.0,1.9052610159958532
114,2110.0195683085835,437.16891800937276,1489.3790348497932,383.7314072858567,41.50089321767474,0.0
111,356.6807689951686,31.93132867266335,158.67476400336778,57.416961740485036,14.27630726688011,0.0
333,94.90706089482356,417.0791908015056,334.75720407672054,13.450219151177665,0.0,0.0
1113,187.06352911642432,373.3688476578339,6.7614910834496555,0.0,30.197557227023673,0.0
121,809.9341089060151,124.24189701727194,742.8863951066766,241.08779515341783,0.9960214372241937,1.0755654314706529
1224,810.9660736992219,503.4072064459079,91.29414897732404,164.69577581155517,0.0,0.0
112,130.05409903974538,47.6067082028799,119.00607300252585,30.770415960370432,13.280285829655917,0.0
131,1329.922739567554,1576.246497205109,552.9575109208272,215.81587276672184,0.0,0.0
1232,1706.1204142868673,1557.8571143401987,403.0302674364793,747.2392136065477,51.50653606851519,3.4691795102043934
911,537.5065341126547,1394.6962528550573,977.6826540044552,179.99354739040078,81.83453585887021,0.0
1522,529.112642509751,854.0147553872381,799.4329978964615,154.18809505882908,0.0,2.537367197989985
215,52.14580550727752,556.8584993845217,325.2052225816569,1.5413733177138353,4.415498410076075,10.691504733589765
1513,2766.769632859359,534.705451197328,1557.1632901939936,633.155369071362,0.0,1.7761570385929892
1115,65.25471945921778,218.19979374443201,37.188200958973106,0.0,0.0,0.0
212,162.29051713999638,940.7710512155561,694.1880712800754,31.44401568136224,2.6492990460456447,0.0
213,304.8933322007145,652.1160292274741,343.9670623459833,78.91831386694837,0.0,0.0
821,558.0149644568567,8.785155190349014,1019.2938906039993,1263.9310034059529,0.0,0.0
214,123.44721303763659,901.7895836717543,558.1647329887093,15.413733177138353,17.6619936403043,0.0
815,1507.582643185504,169.84633368008093,1416.4244089518857,1042.1354186736583,0.0,0.0
925,2168.7164116176054,1203.8068766936376,181.7442955245039,23.170440078432804,3.147482148418085,0.0
224,64.91620685599855,337.3818564178344,314.26081605246657,23.428874429250296,0.0,0.0
924,170.79044549143103,264.83751287260026,962.0221478141351,31.42428783169428,0.0,0.0
1012,113.96665217231701,1195.076671934324,32.245997200766325,8.43977566752464,0.0,0.0
921,794.6589407205073,279.45516780388016,1416.3142001947356,142.60262262863796,0.0,0.0
225,28.2013029784256,228.67297509849965,129.76939170325733,0.0,4.415498410076075,0.0
814,2396.9517094258413,560.2976754733704,972.3051651506235,144.31904486005473,0.0,0.0
222,1817.1216919117626,1310.1341820619323,523.7680267541109,323.6883967199054,45.03808378277596,0.0
221,148.98801573507865,723.0787711998175,200.1262908194812,4.315845289598739,2.6492990460456447,0.0
922,602.6002510735397,49.87199917730784,1926.3796342706864,74.0857418816843,0.0,0.0
223,158.56581674661942,741.4714354634424,318.95127599354817,4.315845289598739,4.415498410076075,0.0
935,218.4828717796042,1162.5334980641414,39.42601119843735,7.060520367247765,0.0,0.0
933,267.46428256205235,1138.4573605302687,562.6792399609735,8.452735650930423,0.0,0.0
931,293.24397244755136,401.5555795828063,1111.4838209287686,0.7955515906758045,0.0,0.0
923,271.3312360448772,155.63503191539172,1775.132113958911,9.844950934613081,0.0,0.0
1234,484.67708451583997,252.87978828474346,3255.7338494178102,90.94464543440272,47.82749777790696,0.0
234,2944.64171099259,410.9525134723337,1483.7488280288098,483.6829470986015,10.597196184182579,0.0
1124,265.3691924674857,211.5649790253762,42.259319271560344,27.85243334713698,0.0,0.0
233,1498.9258583061305,507.1708541350277,933.4015282752365,286.69543709477335,0.0,0.0
231,34.586503652786114,228.12394034436159,75.04735905730544,0.0,2.6492990460456447,0.0
113,152.14735229168113,69.66835346762913,131.02688845732644,28.972831522823018,0.3320071457413979,0.0
934,58.0043022423728,2611.4010603704123,108.52456044169168,0.6961076418413289,0.0,0.0
932,21.91273640267417,2731.781748039776,458.68798394279554,1.8894350278550356,0.0,0.0
822,717.1486879042154,172.7747187435306,1950.2070023155447,587.910214324644,0.0,0.0
1024,261.6417507617982,257.1208038116201,1000.7984949401475,156.1358498492058,0.0,0.0
811,6901.9017883336355,175.21503962973867,1937.6144902833746,597.0251013684369,0.0,0.0
235,2342.8365474341117,262.8503885435935,1024.083753802814,480.2919257996311,6.181697774106505,0.0
2515,755.2506016525704,541.8421342152806,1719.9487929254674,42.307971574391075,0.0,0.0
1814,1490.7106764350199,704.810074203212,526.5500250001264,131.29916852755431,0.0,0.0
711,162.88926160838935,224.1463170951288,395.26188471440224,41.65090671429574,4.876795984651577,0.0
1231,803.8314748103725,1326.736749698561,329.54961094253554,472.59543361310267,0.0,0.0
1533,219.1039136383991,661.7868840430249,644.8182497796754,213.2388548685934,0.0,0.507473439597997
1125,293.64623756648,152.06567283513382,68.88269041264337,9.28414444904566,0.0,0.0
1225,323.6729695908038,1276.1607920416122,410.664621357928,122.61691001354794,0.0,0.0
1134,371.95190091754137,460.58455727122873,75.64418149609303,241.38775567518715,0.0,0.0
1133,728.6777006279319,510.2386545235173,87.89938408484552,34.041862979834086,0.0,0.0
1132,165.31195596335172,454.16376883343275,57.895267402037675,0.0,0.0,0.0
1131,267.5443497827929,426.1263259883905,531.6222364362292,0.0,33.97225188040163,1.5588499221784253
123,1924.390687892835,758.8044831849272,1984.6366315875775,229.77358722297234,11.952257246690325,0.0
2532,65.83425746622824,4309.7758068651365,317.77209750205134,17.124655161063053,0.0,0.0
1135,1522.6101207150816,321.68150073357657,316.0997081512714,813.9099966996696,0.0,0.0
124,352.8087555386438,346.6000585014549,418.3243778270606,65.2417410568679,2.656057165931183,8.604523451765223
132,1673.3931097110496,1757.3842162209448,728.4614165609158,334.35070538381893,0.0,0.0
1812,1197.2913321169206,286.03278796139324,973.6763032125243,203.95987344086106,0.0,0.0
1233,356.01648455358804,989.1716369649732,650.5105737234413,106.55454726269572,0.0,0.0
1023,1746.4185572321255,329.71621636135757,414.3903785727571,379.78990503860877,0.0,0.0
1022,658.1172871922531,825.1582151569764,117.84446249734602,21.0994391688116,0.0,0.0
1021,75.44271340984365,1091.8234357580043,27.321153991922014,50.638654005147835,0.0,0.0
2531,494.02026802657673,3970.0590530537584,175.91582414201957,99.72593299677897,76.84974604359638,0.0
1011,110.7563239421109,1453.6435995019149,52.41440272270017,54.858541838910156,0.0,0.0
1014,698.2463900698295,1211.2732580011977,53.46972626745252,71.73809317395943,0.0,0.0
914,2253.1448959926147,398.97599341846274,146.85158874958026,1292.5724469505133,0.0,0.0
1235,644.7299195890295,166.43018624321488,1760.354775054046,190.93850931998978,0.0,0.0
1034,3008.077551703128,863.9143318169956,979.6920240451005,696.2814925707827,0.0,0.0
1033,1707.894618469652,1026.1694172369268,841.210123339264,160.35573768296814,0.0,0.0
1013,528.0989938689056,408.67457343736686,1026.5952927007606,0.0,16.843671700437103,0.0
913,3002.044887166361,272.5762713656308,550.0409367196626,609.3925184576663,34.622303632598936,0.0
133,140.30354642466403,2545.7977496296144,174.30182409460858,195.09078160441047,5.312114331862366,0.0
714,54.29642053612978,169.7855552269124,909.8906064080827,0.0,2.4383979923257884,0.0
912,1569.3386217797529,89.42565369724166,1102.4172120817414,449.28776083416057,0.0,0.0
1032,446.2356239986497,39.04534141121339,1173.4025235929766,126.59663501286958,0.0,0.0
1031,1139.66652172317,34.99619489449497,2090.9477166693277,384.00979287237107,84.21835850218552,0.0
1412,768.6265520793818,371.8013868521474,1366.8397595860736,284.5147053602046,0.0,0.0
211,832.7365879478502,584.4474957799589,881.806468923339,385.0350547649161,0.0,0.0
915,3439.655122972707,889.0973646437295,341.7836789606695,319.21507575866656,31.47482148418085,0.0
1421,1032.7980178763173,1444.098140237326,1104.3080147718836,207.04121751564182,0.0,0.0
1931,1295.8125013591784,992.3942342061047,1246.8977431094518,373.2614889008656,0.0,2.4137263010804224
1932,1697.6586368661794,417.1135145182217,538.8407382668112,203.09816307841214,8.518695340161747,0.0
1411,1185.9612613436896,772.3410451518038,1158.489050287007,275.1644568272401,99.48143378689913,2.3723994618363866
2523,1583.7088976075866,284.92372900309135,949.2197829619287,361.6324236953904,0.0,0.0
2521,1047.028030742894,378.6806825639377,1941.6284808329758,485.53434044896426,6.273448656620113,9.050656342503906
2514,2405.847104845845,220.3897220066647,1378.0658106774042,168.22455364103118,0.0,0.0
1935,1944.38799985882,669.0612749654697,1141.6249505392352,276.7172110623199,7.808804061814934,0.3218301734773896
2511,4387.72159160918,93.14814217408757,987.1417570284718,925.7387113539381,0.0,0.0
1432,1253.8107715559725,362.82067702480083,292.331314347508,222.6249650705826,0.0,0.0
2524,1358.819074102951,227.08664726101085,902.5195741577597,155.1292291061006,0.0,7.240525074003124
1414,977.9964903971658,885.4979889763704,607.320152637704,199.9172186333832,0.0,0.0
2512,4280.280083424295,802.4134077480222,2308.909822255236,1030.5013076333826,64.30284873035616,0.0
1431,955.5138124570011,592.7268486048727,547.721013571068,170.08547331392512,0.0,0.0
1413,1007.7057433895263,959.1398095606122,898.6663572485734,211.0484668869123,22.738613437005515,1.3838996860712256
1811,1128.3641125707438,707.9706574956032,803.0623286314777,93.42090631710869,0.0,0.0
2525,901.1393161977322,355.54584986710546,870.8008859724721,223.62784975035282,2.3525432462325426,0.0
2522,510.34716387820134,257.527216598948,1342.3676560777262,285.07514179887323,0.7841810820775141,0.0
1813,1179.4213122345784,763.2808651124471,698.6348097068717,155.70151052851446,0.0,0.0
1422,545.0042018531004,1682.9850216447446,1728.1287554982844,63.22549008004546,0.0,0.0
1433,1197.8048149014548,621.4651200523816,368.6773189370004,227.52271430213543,0.0,9.094197937039484
1434,1724.5418409281715,513.696602124223,339.3703042720017,299.207953054863,0.0,0.0
2535,448.7262988898117,259.96246214598295,1031.1499738464354,23.16865110026178,4.705086492465085,0.0
2534,560.3811995525348,848.6830731416867,1018.2752295645844,64.46929001811974,52.54013249919345,0.0
2533,159.58224009813728,2916.2065425743754,730.1150439107905,112.82125753170953,0.0,0.0
2513,2599.136484766691,2480.297589655116,369.97333340846563,339.47110525166175,0.0,5.4303938055023435
1824,2643.8056200929336,2068.6017648699653,2009.126631704393,307.94298748972864,0.0,0.0
1821,1087.5183528396763,3603.0649533258375,848.6574425281367,204.50619453043478,0.0,0.0
1822,352.6137851783575,768.0217400510338,375.0565820531627,64.83010262941656,0.0,0.0
1424,1425.2411908497284,1449.4865661337342,307.10796039708714,216.3914660486063,0.0,0.0
722,352.92673348484357,271.4365068960265,34.9091693052606,395.6836137858096,0.0,0.0
723,183.250419309438,276.76239234933155,79.95325873140331,90.24363121430744,0.0,0.0
724,142.52810390734066,262.80489943722193,28.152555891339194,6.9418177857159575,0.0,0.0
725,861.9556760110603,298.6168878301348,207.20281136025645,83.30181342859149,0.0,0.0
726,0.0,226.07465493167027,299.54319468384904,0.0,0.0,0.0
321,329.80203660951184,773.2506685033874,468.09270061575324,3.842919757479333,24.32409506801867,0.0
832,71.71486879042155,2787.822580404087,164.8686297545247,1.519147840632155,0.0,0.0
831,214.62114017571412,2826.867714583416,879.3770902465526,98.74460964109008,0.0,0.0
833,1499.2071840566955,680.3614630748069,2033.6906931954882,156.47222758511197,0.0,0.0
731,828.0204131759791,352.15121919697623,43.91798719048914,0.0,2.4383979923257884,0.0
322,11.863382611852945,387.2468415282205,85.10776374831877,0.0,0.0,0.0
332,628.759278428206,652.8694898653554,672.3513336117184,67.25109575588833,41.78754793736541,0.0
334,844.6728419639296,721.4265232914626,1168.8132888102446,46.11503708975199,0.0,0.0
732,644.7699938665411,302.56538911448155,12.387124592189245,305.4399825715021,2.4383979923257884,0.0
733,0.0,294.66838654578794,67.56613413921406,0.0,33.32477256178577,0.0
734,325.7785232167787,269.14086661442957,372.7398400013309,0.0,0.0,0.0
324,310.8206244305471,609.0771309962381,280.85562036945197,1.9214598787396664,0.0,0.0
523,600.021317016703,1122.0303970245006,541.5716090175532,0.0,0.0,0.0
532,105.88611476765348,361.53811908945335,2444.8646378310405,0.0,1.7780668764334615,0.0
524,644.1405315032254,836.8570626903506,524.0387152004382,0.0,42.673605034403074,0.0
533,997.0942473954037,949.1953410907145,623.39178016409,365.1211052311495,0.0,0.0
414,58.3148271940588,1451.190817223218,24.965301278747077,0.0,0.0,0.0
323,75.92564871585884,641.3955093756304,442.5603714912576,0.0,0.0,0.0
411,31.191651754961683,737.8639300132545,0.24718120077967404,348.58797365014243,0.0,0.0
421,766.2297061544936,1335.651005781347,61.54811899413883,280.23739058148703,0.0,0.0
835,552.2568363058009,6870.47942303017,496.00505726714863,183.81688871649075,24.6932815380767,0.0
624,742.6614778281436,696.9627477559932,438.83606708562337,230.72926610701248,0.0,9.335794115280107
623,10.460020814480895,534.0421564015668,839.054560267712,246.64162928680645,0.0,0.0
621,230.1204579185797,470.2056958109223,182.55580390761932,334.15962677567325,1.9582438891574707,0.0
612,1265.6625185521884,733.9861191972989,491.4963951358982,79.56181589896983,70.49678000966895,0.0
611,491.62097828060206,712.3225637256476,1098.845511982401,55.69327112927887,0.0,0.0
834,4801.231945589389,3950.391450593607,2104.4652747096297,645.6378322686659,39.88914709997005,0.0
613,2301.204579185797,732.4767731193559,63.19239366032977,445.54616903423096,1.9582438891574707,0.0
422,366.1628684278111,461.48515118497534,94.67039989861516,75.18564137552092,0.0,0.0
631,428.8608533937167,845.9440841552998,463.4108868424183,7.956181589896982,0.0,0.0
622,146.44029140273253,259.69631046958983,354.5795422051837,230.72926610701248,0.0,0.0
614,993.701977375685,764.1730407561571,2369.7147622623665,39.78090794948491,11.749463334944824,0.0
423,343.1081693045785,1449.3033523921954,689.6355501752905,287.0724488883526,44.89272104250644,0.0
424,499.0664280793869,649.82717753771,828.3042038126877,464.78396486685654,22.44636052125322,0.0
412,183.08143421390554,1303.8337414869695,17.05550285379751,533.1345479355119,0.0,12.447610132676827
632,1453.9428932128444,717.8272376569688,126.38478732065954,7.956181589896982,0.0,0.0
634,658.9813113122964,383.10754860727525,24.57481975679491,0.0,0.0,0.0
2223,31.907665522578156,1900.198842936604,75.3593378708027,0.0,11.888649014805134,0.0
2222,16.98311229427547,1183.4058216295107,217.70475384898558,33.71374381225306,0.0,0.0
2221,542.4303138838287,891.5575941215781,531.2368138793622,210.2151084764014,1.6983784306864478,0.0
413,117.98581316007245,1141.9162227685483,42.51516653410393,0.0,51.6266291988824,0.0
432,2716.386020225576,55.14093684915423,3641.7206310869374,123.03104952357967,0.0,0.0
633,219.6604371040988,594.771139772917,203.61993512772926,119.34272384845472,0.0,0.0
431,878.7908842267466,947.776983006245,852.5279614890958,0.0,0.0,0.0
511,1177.983026790145,1176.8471492455449,247.4086127526232,665.8090742450373,30.227136899368844,0.0
311,54.57156001452354,233.0174204454996,173.05245295491483,0.0,0.0,0.0
2213,1060.4152388592306,1031.024888682891,440.0613186776503,79.32645602883072,0.0,12.851197181439819
2232,15.696512878042482,1232.305465648539,46.51810979679179,0.0,20.38054116823737,0.0
2211,8636.42724140557,594.3717294143854,5968.273486928387,1919.7002358977036,54.34810978196633,0.0
434,473.2994114122447,598.1915325175974,419.96086012466617,0.0,0.0,0.0
512,66.17882172978344,624.261829569919,157.79604435403527,279.21025694146726,0.0,0.0
2212,2205.2313994233455,1483.3465958589022,1781.6436052171255,273.676273299466,33.96756861372896,0.0
2233,92.6351579687753,1089.3945341844776,234.45127337583062,17.848452606486912,0.0,0.0
433,5906.071451863397,140.48131099466676,2510.3722751183695,369.093148570739,0.0,0.0
513,75.00266462708788,528.6931497108615,183.12133542320143,193.29940865178503,0.0,0.0
712,305.41736551573,314.96184663510525,270.2645365568562,62.476360071443615,0.0,0.0
331,2496.0557015338595,868.4847065681054,995.7608358553297,438.09285235264394,6.860642198671933,0.0
2234,81.82772287241818,1153.2739987304617,144.20614037005456,15.865291205766145,0.0,0.0
531,3838.371660327439,345.0389979439746,539.6235097045404,53.6942801810514,0.0,0.0
713,705.8534669696871,339.6629360650887,370.4876355300238,0.0,2.031998326938157,0.0
522,238.24375822722035,501.3749327322819,500.6615234442848,0.0,0.0,0.0
232,23.412402472655213,386.6577256017248,35.96019288162553,0.0,0.8830996820152149,0.0
824,139.24200801643892,811.6507267528006,1357.8925474690204,109.37864452551516,0.0,0.0
715,325.7785232167787,238.37928684103008,587.8253670111624,48.592724500011705,2.031998326938157,0.0
813,2236.247587391831,151.29989494489968,2087.3254666658427,208.12325416660525,75.97932780946677,0.0
812,4767.206642878606,544.6796218016389,1369.6688781657722,185.33603655712292,119.66744129991017,0.0
314,2099.818722297971,401.97178315670095,624.1236008210044,753.2122724659492,0.6236947453338121,0.0
825,43.97116042624386,1429.5399751406812,486.32747857575856,148.8764883819512,0.0,0.0
313,642.9953375624295,375.5816280303333,388.65878778398906,190.22452799522696,0.0,0.0
823,564.8200249990134,1313.8687651344192,1797.814287259559,50.13187874086112,0.0,0.0
312,45.08085392504119,274.897449232996,48.22773279071397,21.13605866613633,0.0,0.0
3100,2638.930303804632,2196.970018141565,1963.9460154082094,530.5961859945136,25.45231239987217,2.6748773309000717
